App,Category,Rating,Reviews,Size,Installs,Free,Price,Content Rating,Genre_1,Genre_2,Last Updated,Current Ver,Android Ver
1316,Wordscapes,GAME,4,230849,87000000,10000000,True,0.0,Everyone,Word,nan,2018-02-08,1.0.47,4.1
1317,My Talking Angela,GAME,4,9883367,99000000,100000000,True,0.0,Everyone,Casual,nan,2018-03-07,3.7.2.51,4.1
1318,Cooking Fever,GAME,4,3198176,82000000,100000000,True,0.0,Everyone,Arcade,nan,2018-12-07,2.8.0,4.0.3
1319,Yes day,GAME,4,10055521,94000000,100000000,True,0.0,Everyone,Casual,nan,2018-06-28,1_39_93,4.0.3
1320,Score! Hero,GAME,4,5419676,96000000,100000000,True,0.0,Everyone,Sports,nan,2018-06-13,1.751,4.4
1321,Zombie Catchers,GAME,4,990723,75000000,10000000,True,0.0,Everyone,Action,nan,2018-05-24,1.0.27,4.1
1322,Jewels Star: OZ adventure,GAME,4,21892,14000000,1000000,True,0.0,Everyone,Puzzle,nan,2017-12-29,1.3,4.0
1323,Granny,GAME,4,1138239,59000000,50000000,True,0.0,Teen,Arcade,nan,2018-05-29,1.4.0.1,4.0
1324,Dream League Soccer 2018,GAME,4,9883806,74000000,100000000,True,0.0,Everyone,Sports,nan,2018-07-16,5.064,4.4
1325,Sweet Fruit Candy,GAME,4,197540,29000000,10000000,True,0.0,Everyone,Puzzle,nan,2018-07-16,79.0,4.1
1326,Fruits Bomb,GAME,4,74695,17000000,10000000,True,0.0,Everyone,Casual,nan,2018-06-07,3.3.3179,4.0.3
1327,Angry Birds Classic,GAME,4,5566889,97000000,100000000,True,0.0,Everyone,Arcade,nan,2018-05-24,7.9.3,4.1
1328,Talking Tom Gold Run,GAME,4,2698882,78000000,100000000,True,0.0,Everyone,Action,nan,2018-07-31,2.8.2.59,4.1
1329,Hill Climb Racing,GAME,4,8923818,63000000,100000000,True,0.0,Everyone,Racing,nan,2018-02-07,1.37.2,4.2
1330,Pixel Art: Color by Number Game,GAME,4,1125438,25000000,10000000,True,0.0,Everyone,Puzzle,nan,2018-07-17,3.9.2,4.3
1331,Shoot Bubble - Fruit Splash,GAME,4,29445,29000000,5000000,True,0.0,Everyone,Casual,nan,2018-11-05,14.0,4.0.3
1332,Rider,GAME,4,655145,72000000,10000000,True,0.0,Teen,Arcade,nan,2017-07-17,1.2.1,4.0.3
1333,Garena Free Fire,GAME,4,5476569,53000000,100000000,True,0.0,Teen,Action,nan,2018-03-08,1.21.0,4.0.3
1334,Subway Surfers,GAME,4,27725352,76000000,1000000000,True,0.0,Everyone 10+,Arcade,nan,2018-12-07,1.90.0,4.1
1335,Helix Jump,GAME,4,1500999,33000000,100000000,True,0.0,Everyone,Action,nan,2018-09-04,1.0.6,4.1
1336,Crossy Road,GAME,4,4230886,60000000,100000000,True,0.0,Everyone,Action,nan,2018-01-08,3.1.0,5.0
1337,Temple Run 2,GAME,4,8119154,62000000,500000000,True,0.0,Everyone,Action,nan,2018-05-07,1.49.1,4.0
1338,Talking Tom Gold Run,GAME,4,2698889,78000000,100000000,True,0.0,Everyone,Action,nan,2018-07-31,2.8.2.59,4.1
1339,Zombie Catchers,GAME,4,990663,75000000,10000000,True,0.0,Everyone,Action,nan,2018-05-24,1.0.27,4.1
1340,Swamp Attack,GAME,4,2119218,70000000,50000000,True,0.0,Everyone 10+,Action,nan,2018-06-29,3.0.1,4.1
1341,Earn to Die 2,GAME,4,1327265,99000000,50000000,True,0.0,Teen,Racing,nan,2017-12-04,1.3,2.3.3
1342,Miraculous Ladybug & Cat Noir - The Official Game,GAME,4,184210,99000000,10000000,True,0.0,Everyone,Action,nan,2018-07-30,1.0.6,4.4
1343,Hungry Shark World,GAME,4,1242855,27000000,50000000,True,0.0,Teen,Action,nan,2018-07-18,3.0.0,4.2
1344,Dude Perfect 2,GAME,4,401425,70000000,10000000,True,0.0,Everyone,Action,nan,2017-12-04,1.6.1,4.0.3
1345,Shadow Fight 2,GAME,4,10979062,88000000,100000000,True,0.0,Everyone 10+,Action,nan,2018-02-07,1.9.38,3.0
1346,Alto's Adventure,GAME,4,515657,63000000,10000000,True,0.0,Everyone,Action,nan,2018-05-06,1.7.1,4.0
1347,DEER HUNTER 2018,GAME,4,955656,82000000,10000000,True,0.0,Teen,Action,nan,2018-06-26,5.1.2,3.0
1348,DRAGON BALL LEGENDS,GAME,4,337913,48000000,5000000,True,0.0,Teen,Action,nan,2018-03-08,1.11.0,6.0
1349,Cover Fire: offline shooting games for free,GAME,4,725897,31000000,10000000,True,0.0,Teen,Action,nan,2018-03-08,1.8.20,4.1
1350,Anger of stick 5 : zombie,GAME,4,549039,23000000,50000000,True,0.0,Teen,Action,nan,2018-03-08,1.1.5,2.3
1351,Soul Knight,GAME,4,292164,59000000,10000000,True,0.0,Everyone 10+,Action,nan,2018-01-08,1.8.4,4.1
1352,Major Mayhem,GAME,4,520962,39000000,10000000,True,0.0,Teen,Action,nan,2017-06-28,108,4.0
1353,DINO HUNTER: DEADLY SHORES,GAME,4,1381820,54000000,10000000,True,0.0,Teen,Action,nan,2017-03-14,3.1.1,3.0
1354,Strawberry Shortcake BerryRush,GAME,4,525517,48000000,10000000,True,0.0,Everyone,Action,Action & Adventure,2017-10-15,1.2.3,2.3
1355,Power Rangers Dino Charge,GAME,4,194969,30000000,10000000,True,0.0,Everyone 10+,Action,nan,2018-01-29,1.4.0,4.1
1356,Zombie Hunter: Post Apocalypse Survival Games,GAME,4,327599,66000000,10000000,True,0.0,Teen,Action,nan,2017-07-28,2.4.2,2.3.3
1357,Agar.io,GAME,4,3816799,32000000,100000000,True,0.0,Everyone,Action,nan,2018-07-23,2.2.8,4.0.3
1358,Zombie Hunter King,GAME,4,10538,50000000,1000000,True,0.0,Mature 17+,Action,nan,2018-01-08,1.0.8,2.3
1359,Garena Free Fire,GAME,4,5476569,53000000,100000000,True,0.0,Teen,Action,nan,2018-03-08,1.21.0,4.0.3
1360,Battlelands Royale,GAME,4,105620,61000000,1000000,True,0.0,Everyone 10+,Action,nan,2018-07-16,0.5.8,4.1
1361,Once Upon a Tower,GAME,4,37139,49000000,1000000,True,0.0,Everyone 10+,Action,nan,2018-01-24,8,4.1
1362,TEKKEN™,GAME,4,147791,38000000,5000000,True,0.0,Teen,Action,nan,2018-07-26,1.3,5.0
1363,diep.io,GAME,4,347883,20000000,10000000,True,0.0,Everyone,Action,nan,2018-03-16,1.2.7,4.0.3
1364,Dragon Hills,GAME,4,354373,66000000,10000000,True,0.0,Everyone 10+,Action,nan,2017-12-10,1.2.7,4.1
1365,Bus Rush: Subway Edition,GAME,4,753043,57000000,100000000,True,0.0,Teen,Action,nan,2018-01-08,1.15.2,4.0.3
1366,DC Super Hero Girls™,GAME,4,43055,95000000,5000000,True,0.0,Everyone,Action,Action & Adventure,2018-06-29,2.8.0,4.0
1367,Runner 3d like,GAME,4,559,32000000,100000,True,0.0,Everyone 10+,Action,nan,2018-03-08,1.0.7,4.0
1368,War Robots,GAME,4,3073251,33000000,50000000,True,0.0,Everyone 10+,Action,nan,2018-07-25,4.1.1,4.1
1369,Dinosaur Simulator: Dino World,GAME,4,26649,66000000,5000000,True,0.0,Teen,Action,nan,2018-05-08,1.2,4.2
1370,GUNSHIP BATTLE: Helicopter 3D,GAME,4,2151039,75000000,50000000,True,0.0,Teen,Action,nan,2018-01-08,2.6.61,4.0.3
1371,Quiz: Logo game,GAME,4,306764,29000000,10000000,True,0.0,Everyone,Trivia,nan,2018-03-08,6.2,4.0.3
1372,Candy Crush Saga,GAME,4,22430188,74000000,500000000,True,0.0,Everyone,Casual,nan,2018-05-07,1.129.0.2,4.1
1373,Plants vs. Zombies FREE,GAME,4,4067651,69000000,100000000,True,0.0,Everyone 10+,Strategy,nan,2018-06-07,2.2.00,4.1
1374,Block Puzzle,GAME,4,59907,7800000,5000000,True,0.0,Everyone,Puzzle,nan,2018-06-03,2.9,2.3
1375,Helix Jump,GAME,4,1500622,33000000,100000000,True,0.0,Everyone,Action,nan,2018-09-04,1.0.6,4.1
1376,8 Ball Pool,GAME,4,14201604,52000000,100000000,True,0.0,Everyone,Sports,nan,2018-07-31,4.0.0,4.0.3
1377,Jewels Legend - Match 3 Puzzle,GAME,4,280098,50000000,10000000,True,0.0,Everyone,Arcade,nan,2018-07-20,2.11.2,4.0.3
1378,Bubble Shooter,GAME,4,148990,46000000,10000000,True,0.0,Everyone,Casual,nan,2018-07-17,1.20.1,4.0.3
1379,Bubble Shooter Genies,GAME,4,26985,41000000,5000000,True,0.0,Everyone,Casual,nan,2018-04-06,1.9.1,4.0.3
1380,Blossom Blast Saga,GAME,4,1125438,63000000,10000000,True,0.0,Everyone,Casual,nan,2018-05-07,57.0.8,4.0.3
1381,Traffic Racer,GAME,4,5387781,53000000,100000000,True,0.0,Everyone,Racing,nan,2018-02-27,2.5,4.1
1382,Hill Climb Racing,GAME,4,8923847,63000000,100000000,True,0.0,Everyone,Racing,nan,2018-02-07,1.37.2,4.2
1383,Earn to Die 2,GAME,4,1327269,99000000,50000000,True,0.0,Teen,Racing,nan,2017-12-04,1.3,2.3.3
1384,Candy Bomb,GAME,4,42145,20000000,10000000,True,0.0,Everyone,Casual,Brain Games,2018-04-07,2.9.3181,4.0.3
1385,Flow Free,GAME,4,1295625,11000000,100000000,True,0.0,Everyone,Puzzle,nan,2018-11-04,4.0,4.1
1386,Zombie Catchers,GAME,4,990796,75000000,10000000,True,0.0,Everyone,Action,nan,2018-05-24,1.0.27,4.1
1387,Gems or jewels ?,GAME,4,171448,13000000,10000000,True,0.0,Teen,Puzzle,nan,2018-03-08,1.0.109,4.0
1388,Angry Birds Rio,GAME,4,2610680,46000000,100000000,True,0.0,Everyone,Arcade,nan,2018-03-07,2.6.9,4.1
1389,Candy Crush Jelly Saga,GAME,4,1300619,78000000,50000000,True,0.0,Everyone,Puzzle,nan,2018-07-20,2.1.10,4.0
1390,Cut the Rope FULL FREE,GAME,4,2123793,49000000,100000000,True,0.0,Everyone,Puzzle,nan,2018-05-07,3.7.2,4.1
1391,Jewels Star: OZ adventure,GAME,4,21892,14000000,1000000,True,0.0,Everyone,Puzzle,nan,2017-12-29,1.3,4.0
1392,Hungry Shark Evolution,GAME,4,6074627,100000000,100000000,True,0.0,Teen,Arcade,nan,2018-07-25,6.0.0,4.1
1393,Angry Birds Classic,GAME,4,5566908,97000000,100000000,True,0.0,Everyone,Arcade,nan,2018-05-24,7.9.3,4.1
1394,Jewels classic Prince,GAME,4,47644,15000000,5000000,True,0.0,Everyone,Puzzle,nan,2018-06-15,2.4.2,4.0
1395,Fruit Block - Puzzle Legend,GAME,4,125647,33000000,10000000,True,0.0,Everyone,Casual,nan,2018-07-23,60,4.1
1396,Swamp Attack,GAME,4,2119235,70000000,50000000,True,0.0,Everyone 10+,Action,nan,2018-06-29,3.0.1,4.1
1397,1LINE – One Line with One Touch,GAME,4,214878,10000000,10000000,True,0.0,Everyone,Board,nan,2018-03-08,2.0.4,4.1
1398,Stick War: Legacy,GAME,4,811040,77000000,10000000,True,0.0,Teen,Strategy,nan,2018-10-05,1.7.04,4.4
1399,Block Puzzle Classic Legend !,GAME,4,17044,4900000,5000000,True,0.0,Everyone,Puzzle,nan,2018-04-13,2.9,2.3.3
1400,Pixel Art: Color by Number Game,GAME,4,1125566,25000000,10000000,True,0.0,Everyone,Puzzle,nan,2018-07-17,3.9.2,4.3
1401,Score! Hero,GAME,4,5419676,96000000,100000000,True,0.0,Everyone,Sports,nan,2018-06-13,1.751,4.4
1402,Super Jabber Jump 3,GAME,4,34494,23000000,5000000,True,0.0,Everyone 10+,Arcade,nan,2018-11-07,2.5.3182,2.3
1403,Rush,GAME,4,260651,51000000,10000000,True,0.0,Everyone,Arcade,nan,2018-02-14,1.1,4.0
1404,Jetpack Joyride,GAME,4,4638163,96000000,100000000,True,0.0,Everyone 10+,Arcade,nan,2018-07-19,1.10.12,4.1
1405,Farm Heroes Saga,GAME,4,7614407,70000000,100000000,True,0.0,Everyone,Casual,nan,2018-07-26,5.1.8,2.3
1406,Racing in Car 2,GAME,4,234110,38000000,50000000,True,0.0,Everyone,Racing,nan,2016-11-22,1.0,2.3.3
1407,Dog Run - Pet Dog Simulator,GAME,4,48615,24000000,10000000,True,0.0,Everyone,Simulation,Action & Adventure,2018-05-22,1.4.12,4.1
1408,Candy Bomb,FAMILY,4,42145,20000000,10000000,True,0.0,Everyone,Casual,Brain Games,2018-04-07,2.9.3181,4.0.3
1409,ROBLOX,FAMILY,4,4449910,67000000,100000000,True,0.0,Everyone 10+,Adventure,Action & Adventure,2018-07-31,2.347.225742,4.1
1410,Jewels Crush- Match 3 Puzzle,FAMILY,4,14774,19000000,1000000,True,0.0,Everyone,Casual,Brain Games,2018-07-23,1.9.3901,4.0.3
1411,Coloring & Learn,FAMILY,4,12753,51000000,5000000,True,0.0,Everyone,Educational,Creativity,2018-07-17,1.49,4.0.3
1412,Mahjong,FAMILY,4,33983,22000000,5000000,True,0.0,Everyone,Puzzle,Brain Games,2018-02-08,1.24.3181,4.0.3
1413,Super ABC! Learning games for kids! Preschool apps,FAMILY,4,20267,46000000,1000000,True,0.0,Everyone,Educational,Education,2018-07-16,1.1.6.7,4.1
1414,Toy Pop Cubes,FAMILY,4,5761,21000000,1000000,True,0.0,Everyone,Casual,Brain Games,2018-04-07,1.8.3181,4.0.3
1415,Educational Games 4 Kids,FAMILY,4,11618,39000000,5000000,True,0.0,Everyone,Educational,Education,2018-03-04,2.4,4.1
1416,Candy Pop Story,FAMILY,4,12948,23000000,1000000,True,0.0,Everyone,Casual,Brain Games,2018-05-24,2.0.3165,2.3
1417,Solitaire,FAMILY,4,685,26000000,100000,True,0.0,Everyone,Card,Brain Games,2018-07-16,1.7.101,4.1
1418,Princess Coloring Book,FAMILY,4,9779,39000000,5000000,True,0.0,Everyone,Education,Creativity,2018-02-25,1.2.8,4.0
1419,Hello Kitty Nail Salon,FAMILY,4,369378,24000000,50000000,True,0.0,Everyone,Casual,Pretend Play,2018-04-17,1.5,4.1
1420,Candy Smash,FAMILY,4,11436,15000000,1000000,True,0.0,Everyone,Casual,Brain Games,2018-04-17,2.2.3169,4.0.3
1421,Happy Fruits Bomb - Cube Blast,FAMILY,4,2150,20000000,500000,True,0.0,Everyone,Casual,Brain Games,2018-01-02,1.0.3122,4.0.3
1422,Dog Run - Pet Dog Simulator,FAMILY,4,48615,24000000,10000000,True,0.0,Everyone,Simulation,Action & Adventure,2018-05-22,1.4.12,4.1
1423,Princess Adventures Puzzles,FAMILY,4,382,44000000,500000,True,0.0,Everyone,Education,Creativity,2018-01-08,1.1.0,2.3
1424,Kids Educational Game 3 Free,FAMILY,4,24936,38000000,5000000,True,0.0,Everyone,Educational,Education,2018-05-16,3.1,4.1
1425,Puzzle Kids - Animals Shapes and Jigsaw Puzzles,FAMILY,4,1109,52000000,1000000,True,0.0,Everyone,Educational,Brain Games,2018-07-18,1.0.6,4.1
1426,Coloring book moana,FAMILY,3,974,14000000,500000,True,0.0,Everyone,Art & Design,Pretend Play,2018-01-15,2.0.0,4.0.3
1427,Baby Panda Care,FAMILY,4,108795,49000000,10000000,True,0.0,Everyone,Educational,Pretend Play,2018-06-15,8.25.10.00,4.0.3
1428,Kids Educational :All in One,FAMILY,4,1455,8900000,500000,True,0.0,Everyone,Education,Education,2018-01-02,2.7,2.3
1429,Toca Kitchen 2,FAMILY,4,1014822,56000000,50000000,True,0.0,Everyone,Educational,Pretend Play,2017-06-29,1.2.3-play,4.1
1430,PJ Masks: Moonlight Heroes,FAMILY,4,86961,99000000,10000000,True,0.0,Everyone,Casual,Action & Adventure,2018-05-06,2.0.1,4.0.3
1431,Learn To Draw Glow Flower,FAMILY,4,7320,10000000,1000000,True,0.0,Everyone,Entertainment,Education,2017-07-07,1.0.1,4.0.3
1432,Bubble Shooter,FAMILY,4,59843,20000000,5000000,True,0.0,Everyone,Puzzle,Brain Games,2018-09-01,2.3.3122,2.3
1433,Draw.ly - Color by Number Pixel Art Coloring,FAMILY,4,18616,10000000,1000000,True,0.0,Everyone,Casual,Education,2018-05-08,1.0.9,4.0.3
1434,Baby puzzles,FAMILY,4,11950,19000000,5000000,True,0.0,Everyone,Educational,Education,2018-12-07,6.1,4.0.3
1435,Garden Fruit Legend,FAMILY,4,4289,33000000,500000,True,0.0,Everyone,Casual,Brain Games,2018-07-31,3.5.3183,4.0.3
1436,Barbie™ Fashion Closet,FAMILY,4,68286,85000000,10000000,True,0.0,Everyone,Casual,Creativity,2018-07-30,1.3.7,4.1
1437,Candy Day,FAMILY,4,11716,48000000,1000000,True,0.0,Everyone,Casual,Brain Games,2018-03-08,8.4.3180,4.0
1438,Learn To Draw Glow Princess,FAMILY,4,3323,9600000,1000000,True,0.0,Everyone,Casual,Pretend Play,2017-07-14,1.0.1,4.0.3
1439,Barbie Magical Fashion,FAMILY,4,328619,15000000,10000000,True,0.0,Everyone,Casual,Creativity,2017-06-10,2.2,4.1
1440,Piano Kids - Music & Songs,FAMILY,4,46741,50000000,10000000,True,0.0,Everyone,Music,Music & Video,2018-03-08,1.73,4.0.3
1441,Farming Simulator 14,FAMILY,4,530854,51000000,10000000,True,0.0,Everyone,Simulation,Action & Adventure,2017-07-17,1.4.4,2.3.3
1442,Educational Games for Kids,FAMILY,4,7050,24000000,1000000,True,0.0,Everyone,Educational,Education,2018-05-27,2.0,4.0
1443,No.Draw - Colors by Number 2018,FAMILY,4,235906,13000000,10000000,True,0.0,Everyone,Entertainment,Brain Games,2018-07-29,1.2.0,4.1
1444,Fruit Boom,FAMILY,4,17753,16000000,1000000,True,0.0,Everyone,Casual,Brain Games,2018-05-25,2.2.3172,4.0.3
1445,Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4,432,63000000,100000,True,0.0,Everyone 10+,Educational,Education,2018-07-27,1.0.89,4.4
1446,Strawberry Shortcake Ice Cream Island,FAMILY,4,32029,15000000,5000000,True,0.0,Everyone,Casual,Pretend Play,2017-06-11,1.2,4.1
1447,Rhythm Patrol,FAMILY,4,4207,26000000,100000,True,0.0,Everyone,Music,Music & Video,2018-07-23,2.180723,4.1
1448,Kiddopia - Preschool Learning Games,FAMILY,4,64,81000000,10000,True,0.0,Everyone,Educational,Education,2018-07-18,1.1.2,5.0
1449,Toca Mystery House,FAMILY,4,96,79000000,5000,False,3.99,Everyone,Educational,Creativity,2018-06-14,1.0.1,4.4
1450,Papumba Academy - Fun Learning For Kids,FAMILY,4,496,94000000,100000,True,0.0,Everyone,Education,Education,2018-11-07,1.0,4.2
1451,Super ABC! Learning games for kids! Preschool apps,FAMILY,4,20267,46000000,1000000,True,0.0,Everyone,Educational,Education,2018-07-16,1.1.6.7,4.1
1452,Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4,29436,43000000,1000000,True,0.0,Everyone,Educational,Education,2018-03-21,2.0.5.0,4.1
1453,Baby Panda’s Juice Shop,FAMILY,4,19230,45000000,5000000,True,0.0,Everyone,Educational,Brain Games,2018-12-07,8.25.10.01,4.0.3
1454,Dr. Panda Restaurant 3,FAMILY,4,11126,91000000,1000000,True,0.0,Everyone,Educational,Pretend Play,2018-03-23,1.6.4,4.1
1455,LEGO® Friends: Heartlake Rush,FAMILY,4,23671,91000000,1000000,True,0.0,Everyone,Arcade,Pretend Play,2018-07-31,1.2.0,4.1
1456,Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4,9652,53000000,1000000,True,0.0,Everyone,Educational,Education,2018-07-16,2.0.7.4,4.1
1457,Henry Danger Crime Warp,FAMILY,4,9626,28000000,1000000,True,0.0,Everyone,Action,Action & Adventure,2018-07-02,1.1,4.4
1458,Thomas & Friends: Race On!,FAMILY,4,29319,26000000,5000000,True,0.0,Everyone,Casual,Action & Adventure,2018-05-18,2.4,4.4
1459,Super School: Educational Kids Games & Rhymes,FAMILY,4,1791,56000000,500000,True,0.0,Everyone,Education,Education,2018-02-06,5.3.11,5.0
1460,Fruit Cube Blast,FAMILY,4,9199,80000000,500000,True,0.0,Everyone,Puzzle,Brain Games,2018-03-08,1.2.7,4.1
1461,Toddler Kids Puzzles PUZZINGO,FAMILY,4,14014,60000000,1000000,True,0.0,Everyone,Education,Education,2018-06-07,7.32,4.0.3
1462,Dr. Panda Town: Vacation,FAMILY,3,10366,78000000,1000000,True,0.0,Everyone,Education,Pretend Play,2018-07-24,1.2.1,4.1
1463,Leo and Tig,FAMILY,4,47644,27000000,1000000,True,0.0,Everyone,Adventure,Action & Adventure,2018-05-31,10.180530,4.0.3
1464,Fuzzy Seasons: Animal Forest,FAMILY,4,12137,63000000,100000,True,0.0,Everyone 10+,Simulation,Pretend Play,2018-06-08,149,4.1
1465,Montessori Preschool,FAMILY,3,237,26000000,100000,True,0.0,Everyone,Education,Education,2018-12-07,1.7.2,4.1
1466,Kids Corner: Interactive Tales and Games for kids,FAMILY,4,6404,46000000,500000,True,0.0,Everyone,Educational,Brain Games,2018-07-16,1.8.3,4.1
1467,Cutie Cubies,FAMILY,4,6356,83000000,500000,True,0.0,Everyone,Puzzle,Creativity,2018-04-07,1.180702,4.1
1468,My Little Princess : Stores,FAMILY,4,169,60000000,5000,False,2.99,Everyone,Educational,Pretend Play,2018-05-25,1.08,4.1
1469,Sago Mini Big City,FAMILY,4,8,44000000,1000,False,3.99,Everyone,Education,Pretend Play,2018-09-07,1.1,4.4
1470,Pinkalicious Party,FAMILY,3,2,82000000,500,False,2.99,Everyone,Educational,Creativity,2018-06-25,1.5.0,4.1
1471,ROBLOX,FAMILY,4,4450855,67000000,100000000,True,0.0,Everyone 10+,Adventure,Action & Adventure,2018-07-31,2.347.225742,4.1
1472,PJ Masks: Moonlight Heroes,FAMILY,4,86961,99000000,10000000,True,0.0,Everyone,Casual,Action & Adventure,2018-05-06,2.0.1,4.0.3
1473,Dog Run - Pet Dog Simulator,FAMILY,4,48701,24000000,10000000,True,0.0,Everyone,Simulation,Action & Adventure,2018-05-22,1.4.12,4.1
1474,Moana Island Life,FAMILY,4,15246,78000000,1000000,True,0.0,Everyone,Simulation,Action & Adventure,2017-12-07,3.2.473.202,4.0
1475,Farming Simulator 14,FAMILY,4,530904,51000000,10000000,True,0.0,Everyone,Simulation,Action & Adventure,2017-07-17,1.4.4,2.3.3
1476,My Oasis - Calming and Relaxing Idle Clicker Game,FAMILY,4,106750,94000000,1000000,True,0.0,Everyone,Simulation,Action & Adventure,2018-06-29,1.221,4.1
1477,My Little Pony Rainbow Runners,FAMILY,4,33785,16000000,5000000,True,0.0,Everyone,Casual,Action & Adventure,2017-12-20,1.3,4.1
1478,Extreme Racing 2 - Real driving RC cars game!,FAMILY,4,4207,93000000,500000,True,0.0,Everyone,Racing,Action & Adventure,2017-08-31,1.1.9,4.1
1479,Cars: Lightning League,FAMILY,4,58795,77000000,10000000,True,0.0,Everyone,Racing,Action & Adventure,2018-05-21,1.6,4.0.3
1480,Little Panda Run,FAMILY,4,3235,32000000,1000000,True,0.0,Everyone,Educational,Action & Adventure,2018-06-20,8.25.10.00,4.0.3
1481,Snoopy's Town Tale - City Building Simulator,FAMILY,4,47031,58000000,1000000,True,0.0,Everyone,Simulation,Action & Adventure,2018-07-30,3.2.4,4.4
1482,Car Racing game for Kids - Beepzz Dogs 🐕,FAMILY,4,131,48000000,100000,True,0.0,Everyone,Racing,Action & Adventure,2018-06-13,1.1.1,4.2
1483,Pony Friends 🦄 - Beepzz racing game for kids,FAMILY,4,114,69000000,50000,True,0.0,Everyone,Racing,Action & Adventure,2018-06-13,1.4.3,4.2
1484,LEGO® Juniors Create & Cruise,FAMILY,4,673203,73000000,50000000,True,0.0,Everyone,Educational,Action & Adventure,2018-01-19,6.7.5222,4.1
1485,Xtreme Racing 2018 - Jeep & 4x4 off road simulator,FAMILY,4,2178,99000000,500000,True,0.0,Everyone,Racing,Action & Adventure,2017-08-23,1.0.8,4.1
1486,Thomas & Friends: Go Go Thomas,FAMILY,4,175625,16000000,10000000,True,0.0,Everyone,Racing,Action & Adventure,2017-11-22,1.4,4.1
1487,Ninja Dash - Ronin Jump RPG,FAMILY,4,8508,54000000,500000,True,0.0,Everyone 10+,Arcade,Action & Adventure,2018-02-08,1.1.23,4.0.3
1488,Paw Patrol by ShuffleCards,FAMILY,4,3484,56000000,1000000,True,0.0,Everyone,Entertainment,Action & Adventure,2017-07-03,1.0.1,4.0
1489,Plants vs. Zombies™ Heroes,FAMILY,4,379415,68000000,10000000,True,0.0,Everyone,Casual,Action & Adventure,2018-06-26,1.28.01,4.1
1490,Transformers Rescue Bots: Disaster Dash,FAMILY,4,19245,25000000,1000000,True,0.0,Everyone,Casual,Action & Adventure,2018-03-28,1.3,4.1
1491,PAC-MAN Pop,FAMILY,4,24877,54000000,5000000,True,0.0,Everyone,Puzzle,Action & Adventure,2018-06-20,2.1.6579,4.1
1492,Monster Truck Driver & Racing,FAMILY,4,765,51000000,1000000,True,0.0,Everyone,Education,Action & Adventure,2017-01-19,1.0.9,2.3
1493,Strawberry Shortcake BerryRush,FAMILY,4,525552,48000000,10000000,True,0.0,Everyone,Action,Action & Adventure,2017-10-15,1.2.3,2.3
1494,Little Fire Station,FAMILY,4,3762,44000000,1000000,True,0.0,Everyone,Education,Action & Adventure,2018-02-07,1.47,4.3
1495,Ice Cream Jump,FAMILY,4,141363,8700000,10000000,True,0.0,Everyone,Casual,Action & Adventure,2018-01-21,1.20.2,2.3
1496,Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4,472584,91000000,10000000,True,0.0,Everyone,Simulation,Action & Adventure,2018-02-08,3.2.0h,4.0.3
1497,Turbo FAST,FAMILY,4,1329192,97000000,50000000,True,0.0,Everyone,Racing,Action & Adventure,2017-04-10,2.1.20,2.3.3
1498,My Little Pony: Harmony Quest,FAMILY,4,148295,26000000,10000000,True,0.0,Everyone,Casual,Action & Adventure,2018-05-03,1.6,4.1
1499,Transformers Rescue Bots: Hero Adventures,FAMILY,4,41273,16000000,5000000,True,0.0,Everyone,Adventure,Action & Adventure,2018-05-07,1.5,4.1
1500,Equestria Girls,FAMILY,4,392596,53000000,10000000,True,0.0,Everyone,Role Playing,Action & Adventure,2016-07-22,37893,4.0
1501,DC Super Hero Girls™,FAMILY,4,43060,95000000,5000000,True,0.0,Everyone,Action,Action & Adventure,2018-06-29,2.8.0,4.0
1502,Disney Crossy Road,FAMILY,4,514088,83000000,10000000,True,0.0,Everyone,Arcade,Action & Adventure,2018-05-30,3.200.18289,4.4
1503,Touch Racing 2 - Mini RC Race,FAMILY,4,41867,78000000,1000000,True,0.0,Everyone,Racing,Action & Adventure,2017-05-18,1.4.2.1,2.3.3
1504,Toca Kitchen 2,FAMILY,4,1014846,56000000,50000000,True,0.0,Everyone,Educational,Pretend Play,2017-06-29,1.2.3-play,4.1
1505,Doctor Pets,FAMILY,4,23060,21000000,1000000,True,0.0,Everyone,Educational,Education,2018-07-26,1.19,4.1
1506,Supermarket – Game for Kids,FAMILY,4,112080,26000000,10000000,True,0.0,Everyone,Casual,Pretend Play,2018-07-26,1.24,4.1
1507,Supermarket Manager: Cashier Simulator Kids Games,FAMILY,4,15489,60000000,1000000,True,0.0,Everyone,Casual,Pretend Play,2017-11-10,2.4.9,4.0
